input,output,field,paper_name
（一）就个体而言，我国自2013年起通过逐步颁布一系列政策法规，加速了社会信用体系的建设。构建完善的征信体系能够提升信息透明度，从而有效消除信息不对称带来的障碍。然而，相较于国外发达国家的早期起步，我国在这一领域仍面临诸多挑战，如公共信用信息平台的标准和分类尚未统一，以及公共平台的信息公开程度不足等问题。,(一)对于个人，我国 2013年通过陆续出台一系列的政策法规，加快了社会信用体系建设。搭建完善的征信体系能提高信息透明度，有效消除信息不对称障碍。但较之国外发达国家起步较晚，仍存在公共信用信息平台标准和分类不统一，公共平台的信息公开程度不够等问题。,商业,Loan Default Factors Analysis
(二) 就企业而言，我国非上市公司并无强制性信息披露义务，且多数小微企业在初创阶段过于追求利润最大化，忽视内部控制管理，导致会计信息失真、账目混乱以及账实不符等问题。财务管理的不规范使得企业会计数据失去有效性，加之大部分小微企业在央行征信系统中缺乏历史数据供参考，进而导致借贷双方信息不对称。这种信息不对称使得银行难以快速准确地了解企业的实际经营状况，从而难以做出有效的信贷决策。,(二)对于企业，我国非上市公司没有信息披露义务，大部分小微企业在起步阶段片面追逐利益最大化，而疏于内控管理。导致企业会计信息失真，存在账目混乱，账实不符等问题。财务管理的不规范导致企业会计数据失效，加上大部分小微企业在央行征信记录中缺乏历史数据作参考，因此造成借贷双方的信息不对称，令银行难以迅速了解企业实际经营状况，从而做出有效决策。,商业,Loan Default Factors Analysis
2017年中美贸易战与2020年新冠肺炎疫情的双重冲击，正在加速中国经济增长模式的转变，并促使商业银行客户行为发生显著变化。经济增速从高速增长向中低速增长过渡，银行业也从高利率环境逐步转向中低利率环境。在此背景下，零售银行业务已成为中国银行业整体收入的主要驱动力。零售银行业务与批发银行业务相对，是指商业银行向个人及小微企业提供的包括结算、储蓄、投资、融资及资源配置等在内的综合性金融服务。根据麦肯锡发布的《麦肯锡中国银行业CEO季刊》（2020年），国内零售银行业务的总体营业收入已从2015年的1.6万亿元人民币增长至2019年的2.6万亿元人民币，年均复合增长率达11.9%，显著高于行业整体8.9%的增长率。其中，零售信贷业务凭借其低成本高利润的特点，已成为零售业务的主要利润来源。,"2017年中美贸易战和 2020年新冠肺炎疫情的双重利空，正在加剧中国当下经济增长模式的切换和商业银行客户行为的转变。经济从高速增长转向中低速增长，银行业从高利率环境转变到中低利率环境。零售银行业务已然成为中国银行整体收入的主要动力。零售银行业务是相对批发银行业务而言，指商业银行向个人和小微企业提供的结算、储蓄、投资、融资、资源匹配等综合性金融服务。根据麦肯锡发布的《麦肯锡中国银行业 CEO 季刊》(2020),国内零售银行业务的总体营业收入已经从 2015 年的 1.6 万亿人民币提升至 2019 年的 2.6 万亿人民币。年复合增长率达 11.9%,高于行业整体的 8.9%增长率。其中，零售信贷业务因其成本低利润高，成为零售业务的利润支柱。",商业,Loan Default Factors Analysis
随着人工智能时代的来临，金融科技（Fintech）应运而生，其中大数据风控技术的应用尤为广泛。特别是在零售信贷领域，大数据技术的应用能够有效缓解信息不对称问题，显著缩短借贷双方之间的信任差距，并解决了零售信贷尽职调查成本高、风险控制难度大的核心问题。通过大数据算法分析贷款违约因素和构建贷款客户画像，成为解决上述问题的重要手段之一。,随着人工智能时代的到来，金融科技应运而生。其中以大数据风控应用最为普遍。尤其在零售信贷业务上，依托大数据技术可有效缓解信息不对称所造成的障碍，缩短借贷间信任鸿沟，解决零售信贷尽调成本高、风控难度大的痛点。而利用大数据算法研究贷款违约因素，分析贷款客户画像，便是其中一种。,商业,Loan Default Factors Analysis
在贷后管理过程中，获取借款人在放款后的家庭负债、家庭收入以及公司经营负债和营业收入等财务类数据存在较大难度。相比之下，非财务类数据的获取则相对容易且更为真实可靠。目前，仅有少数银行通过整合非财务类数据，并结合借款人的个人征信报告、抵押品状况以及借款人和企业的法院执行信息等，构建了动态贷后监测模型，从而有效地实施贷后管理。,在贷后管理方面，借款人放款后的家庭负债、家庭收入，或是公司的经营负债和营业收入等财务类数据很难获得。而非财务类数据相对易得且真实。极个别银行已通过非财务类数据，再结合借款人个人征信报告、押品抵押状况和借款人及企业的法院执行信息等，构建动态贷后监测模型，实施贷后管理。,商业,Loan Default Factors Analysis
消费贷款在促进消费、拉动内需方面发挥着重要作用。当前，消费已成为推动我国经济增长的首要动力。国家发展和改革委员会副主任在2020年中国发展高层论坛上指出，自“十三五”规划（2016年至2020年）实施以来，我国的消费对经济增长的贡献率平均超过60%，消费市场规模位居全球前列。中国的消费金融市场具有广阔的潜力，蕴藏着巨大的发展机遇。特别是在小额、高频、高利率的个人消费贷款领域，大数据和人工智能技术的应用对贷前、贷中和贷后的全生命周期风险管理起到了至关重要的作用，以确保消费金融市场的健康、有序发展。,消费贷款助推消费，拉动内需。消费已成为拉动我国经济的第一动力。国家发展和改革委员会副主任在北京 2020年中国发展高层论坛上表示，十三五 (2016年-2020年)以来我国的消费对经济增长的贡献率平均在 60%以上，消费市场规模居全球前列。消费金融市场在中国潜力广，蕴含机会大。小额、高频、 高利率的个人消费贷款更依赖大数据、人工智能技术来渗透贷前、贷中和贷后的全生命周期风险管理，以求有序健康发展。,商业,Loan Default Factors Analysis
在新闻发布会上，发言人回答记者提问时指出，当前中国小微企业对国内生产总值（GDP）的贡献率已超过65%，税收贡献占比逾50%，出口总额占比超68%，并吸纳了75%以上的就业人口。由此可见，中小企业已成为推动我国经济增长的重要力量。根据2020年中国银行保险监督管理委员会（保监会）通气会议的资料，全国范围内约有3000万家小微企业和8000万户个体工商户，总数达1.2亿户。然而，按照现行统计标准，其中仅有约2111万户在银行拥有贷款余额，这意味着银行对小微企业和个体工商户的贷款覆盖率仅约为20%。中小微企业在经营管理水平、信息披露完整性以及财务数据合规性等方面存在显著差异，这些问题长期困扰着银行的风险管理，也是导致中小微企业融资难、融资贵的主要原因。2020年，受新冠疫情影响，企业收入大幅缩减，固定成本压力加大，使得原本存在的融资难题进一步加剧。因此，结合数字金融技术，构建和完善商业银行信贷风险防控体系，不仅对银行信贷决策具有重要意义，亦有助于缓解企业融资过程中信息不对称的问题。,"布会上，发言人在答记者问中提到，现今中国小微企业对 GDP 的贡献超过了 65%, 税收贡献占到了 50%以上，出口超过了 68%,吸收了 75%以上的就业。中小微企业已经成为我国经济增长的重要推动力量。根据 2020年保监会通气会议内容, 2020 年全国约有小微企业 3000 万户、个体工商户 8000 万户。在这 12000 万户中，按照现在的统计口径，在银行有贷款余额的约有 2111 万户，银行对小微企业和个体工商户的贷款覆盖率仅为 20%左右。中小微企业经营管理水平差异性大，信息披露不健全，缺乏合规可靠的财务数据等一系列问题，是银行风险管理的长期痛点。导致中小微企业一直面临融资难、融资贵的窘境。2020年又受新冠疫情影响，企业收入缩水，刚性成本居高不下，老难题叠加新冲击。因此, 结合数字金融技术，完善商业银行信贷风险防控体系，对于银行信贷决策和缓解企业融资当中的信息不对称问题有着重要意义。",商业,Loan Default Factors Analysis
(一) 通过横向比较三类贷款，探讨同一因素对不同用途贷款违约的影响。历年来，文献在探究信贷违约的影响因素时，大多聚焦于单一信贷业务，如个人住房贷款的风险评估与控制、个人消费贷款违约的因素分析以及小微企业贷款违约的影响因素研究等。然而，这些研究往往缺乏对零售信贷全用途产品的整体性横向分析。通过比较同一因素在不同贷款类型中的违约影响，更有助于揭示其中的内在逻辑关系。,(一) 通过横向比较三类贷款，研究同一因素对于不同用途贷款违约的影响。 历年文献在研究信贷违约影响因素时，主要针对单一信贷业务进行讨论和研究。 例如研究个人住房购房贷款风险评估与控制，分析研究影响个人消费贷款违约的因素，小微企业贷款违约影响因素研究之类，而缺少对于零售信贷全用途产品的整体途横向研究。通过比较同一因素在对于不同贷款违约的影响，往往更能找出其间逻辑关系。,商业,Loan Default Factors Analysis
（二）本研究采用的数据样本具有超微观特征，样本容量庞大且稀缺性显著。与国内知网数据库中关于信贷违约影响因素的实证研究文献相比，这些文献通常使用的样本容量一般在一万条以内。而本文选取的数据样本时间跨度为2000年至2019年，其中包含了40810条房贷数据、19155条消费贷款数据以及15323条经营贷款数据。,(二)数据样本为超微观样本，容量大，稀缺性高。在中国知网文献库中的关于信贷违约影响因素的实证文献中，数据样本容量通常在一万条以内，而本文数据选取从 2000年至 2019年之间，包含房贷数据 40810 条，消费贷款 19155 条，经营贷款样本 15323 条。,商业,Loan Default Factors Analysis
(四) 本文将贷款金额、期限和利率等变量作为贷款违约的解释因素。在零售信贷业务中，金额、期限和利率并非借贷双方博弈的结果，而是贷方在既定政策框架下，力求满足借方的资金需求。例如，若申请人有100万元的贷款需求，通常会咨询不同银行的信贷政策，包括最高可贷额度、最长贷款期限以及最低利率等。信贷员在确认申请人具备足够的偿债能力后，结合银行内部的相关政策，会尽可能满足客户的资金需求。,(四)本文将贷款金额，期限和利率等作为贷款违约的解释变量。零售信贷业务中，金额，期限和利率并非双方博弈的结果。贷方往往在既有政策下，尽可能满足借方的资金需求。例如，申请人有100万元贷款需求，通常会询问不同银行的相关政策，包括最高可贷额、最长期限和最低利率。信贷员在判定申请人有足够偿债能力的前提下，结合相关内部政策后会尽可能满足客户需求。尤,商业,Loan Default Factors Analysis
(三) 应用自助法抽样与欠采样技术处理样本分布不均衡问题。鉴于信贷数据中违约与非违约样本比例严重失衡的现实，直接进行全样本回归可能导致模型偏差或结果不准确。例如，在1000个样本中，若好样本与坏样本的比例为990:10，即便模型准确率达到99%，也可能仅是简单地将所有样本判别为好样本，从而无法实现实际研究目标。为解决这一问题，本文采用自助法抽样结合欠采样技术。首先，将贷款数据划分为违约与非违约两类。随后，从非违约样本中随机抽取与违约样本数量相等的样本，确保好样本与坏样本按1:1比例进行Logistics回归分析，并获取相应的统计量。重复此过程1000次，生成1000组统计量估计值。最终，基于这些估计值构建统计量的分布，并计算置信区间，以消除模型对不同类别的偏倚，揭示更为本质的特征。这种处理方式显著提升了模型的稳定性和可靠性。,"(三)使用自助法抽样和欠采样处理不均衡样本。本文考虑到信贷数据中, 违约与非违约数据占比极其悬殊的情况。全样本回归可能存在偏差或者不准确。 例如，假设 1000个样本中，好坏样本的比例为 990:10。即使最终的模型精度高达 99%,也很有可能是模型将所有样本认为是好样本，而未达到实际研究目的。 为此，本文采用自助法抽样和欠采样处理。先将三类贷款数据分为违约和非违约两组。其次，从每类贷款的非违约样本中随机抽取与该类贷款违约样本数量相等的样本，即按好坏样本 1:1 进行 Logistics 回归，获得相应统计量。重复以上步骤 1000 次，得到 1000 个相应统计量的估计值。最后，根据 1000 个估计值获得统计量的分布，并计算置信区间。如此来消除模型对不同类别的偏向性, 获得更为本质的特征。使得模型更加稳定可靠。",商业,Loan Default Factors Analysis
消费用途及征信等因素对贷款期限、金额及客群等方面具有显著影响。研究基于约663万笔消费贷款数据，采用logistic回归模型，从借款人年龄、性别、收入、职业等个人特征以及贷款利率、期限、金额等微观层面进行深入分析。结果表明，男性借款人的违约率显著高于女性；违约率在年龄分布上呈现U型趋势，其中30至50岁年龄段的借款人违约率相对较低；此外，贷款利率与贷款违约率之间存在显著的正相关关系。,"消费用途、征信等;而这些因素会体现在贷款的期限、金额、客群等方面。他们使用约 663 万笔消费贷款数据，运用 logistic 回归模型从借款人年龄、性别、 收入、职业等和贷款利率、期限、金额等微观层探究，发现男性借款人违约率高于女性;违约率在年龄中的分布呈现 U 形,30至50 岁的借款人违约率相对更低;贷款利率对贷款违约有显著性影响，且呈正相关。",商业,Loan Default Factors Analysis
1956年，工程师Bill Fair与数学家Earl Isaac共同开发了著名的FICO信用评分模型。FICO评分体系基于征信机构提供的个人征信报告数据，从信用记录、欠债额度、信用历史长度、信用账户组合以及新账户情况等五个维度对用户的信用风险进行评估。评分范围为300至850分，得分越高，表明客户的信用风险越低。Myers和Forgy（1963）对信用风险进行了预测与实证分析，认为信用评级方法的预测能力显著优于人工主观判断。Wiginton（1980）首次在信用评分中引入Logistic回归模型，因其稳定性、简洁性、高效性及强可解释性，成为后续信用评分分类的主要方法。周小舟（2014）强调了完善个人征信系统的重要性和必要性。Girija V. Attigeri（2016）提出了基于计算机学习算法的两种消费贷款信用风险分类预测模型，即Logistic回归模型与神经网络模型，研究结果表明Logistic回归模型表现更优。李佩珈（2020）则提出了构建基于数字化技术的贷款风险管理体系，旨在充分利用大数据技术，多维度采集客户的可疑交易数据和违约记录，实现风险信息的自动化预警功能，推动风险管理向智能化方向转型。,"工程师 Bill Fair 和数学家 Earl Isaac 于 1956 年构建了著名的 FICO 信用评分模型。FICO 评分系统是基于征信机构的个人征信报告数据，从信用记录、欠债额度、信用历史长度、信用账户组合、新账户情况等五个维度评价用户的信用风险。分数范围在 300 至 850 分之间，分数越高，客户的信用风险越小。Myers 和 Forgy(1963)对信用风险进行了预测和实证分析，认为信用评级方法的预测能力远高于人工主观判断。Wiginton(1980)首次在信用评分中采用 Logistic 归回模型，因其稳定、简单、高效、可解释强等优势，成为后来信用评分分类的主要方法。周小舟(2014)强调完善个人征信系统的重要性和必要性。Girija V. Attigeri(2016)基于计算机学习算法的两种消费贷款信用风险分类预测模型, Logistic 回归模型和神经网络模型。结果 Logistic 回归模型更优。李佩珈 (2020) 提出构建基于数字化的贷款风险管理体系。充分运用大数据，多方面采集客户可疑交易数据和违约记录，实现风险信息触发自动预警功能，像智能化转型。",商业,Loan Default Factors Analysis
在贷款前期阶段，宋丹（2010）强调了防范房地产市场泡沫的重要性，并提出应遏制投资和投机性购房行为。刘庆飞（2010）则建议加强对房地产中介的监管，并普及金融守法教育。张宝（2020）在其关于贷款风险防范的建议中，提出应强化对开发商违约行为的防范措施，包括对房地产商的财务状况、工程资质以及主要股东和高管的征信负债情况进行全面调查。  在贷款中期阶段，陈楚愉（2018）建议商业银行建立“房贷工厂”，以优化业务流程，明确岗位职责分工，并统一审查和审批标准。在贷款后期阶段，John（2006）认为银行在控制住房抵押贷款时，应持续跟踪借款人的资产和收入变化。在期房预售交易中，若选择按揭贷款，则需办理预告抵押登记。司占华（2018）指出，预告抵押登记权利人应及时办理正式抵押登记，尽管银行拥有预告抵押权利，但法律上并未明确规定预告抵押权利的性质和效力，因此在发生纠纷时，预告抵押权利的实现存在困难。臧华青（2020）建议适时监控借款人的消费行为和消费习惯。,"贷前方面，宋丹(2010)指出，谨防房地产市场泡沫，遏制投资、投机型购房行为。刘庆飞(2010)提出加强对房地产中介的管理及普及金融守法教育。 张宝(2020)在揭贷款风险的防范措施建议中，认为应加强开发商违约的防范措施。要对房地产商的财务状况和工程资质，主要股东高管征信负债等进行彻底调查。贷中方面，陈楚愉(2018)商业银行建议建立""房贷工厂"",改进业务流程、明确岗位分工、统一审查审批标准。贷后方面,John(2006)认为银行在控制住房抵押贷款时，贷后需持续跟踪借款人资产及收入变化。在期房预售房买卖中，如选择按揭贷款，则需要为办理预告抵押登记。司占华(2018)指出，预告抵押登记权利人应当及时办理正式抵押登记，银行虽有预告抵押权利, 但法律上未明确规定预告抵押权利的性质和效力，在发生纠纷后难以实现预告抵押权利。臧华青(2020)建议适时监控借款人消费行为和消费习惯。",商业,Loan Default Factors Analysis
Mamdouh Refaat 建立了一套信用评分卡体系，涵盖了模型数据的筛选、评分卡中数据变量的选择方法，以及通过稳定性模型检验评分卡指标的有效性。该理论模型为商业银行信用评分卡模型的构建提供了坚实的理论基础。然而，在个人经营性贷款决策领域，现有的企业信用评级指标体系主要针对大中型企业，并不适用于财务信息不完备的中国小微企业信用评级研究。小微企业的贷款需求具有两个显著特点：首先，贷款金额较小、频率较高、需求紧迫，对贷款及时性要求较高；其次，客户具有高成长性和业务高风险性。大多数小微企业处于初创或成长阶段，自有资本积累有限，亟需扩大业务规模，对外融资需求较大。然而，这些企业的管理、财务和税务制度普遍不健全，缺乏完善的公司治理结构和规范的财务管理制度。,"Mamdouh Refaat 建立了信用评分卡体系，其中包括对模型数据的筛选、如何选择评分卡中的数据变量以及运用稳定性模型检验评分卡中的指标是否有效, 该理论模型对如何建立商业银行信用评分卡模型提供了有力的理论支持。然而在个人经营性贷款的决策中，现有研究企业信用评级指标体系是针对大中型企业，并不适合财务信息不完备的中国小企业信用评级研究。 小微企业贷款需求特点有二。一是数额小、频率高、要得急。对贷款需求及时性要求高。二是客户高成长、业务高风险。大多数小微企业都处于起步、成长时期，积累的自有资本有限，急需扩大业务规模，对外融资需求较大。但企业管理、财务、税务等制度普遍不健全。小微企业大多缺乏健全的公司组织结构、规范的财务制度",商业,Loan Default Factors Analysis
在消费信贷信用风险测度的早期阶段，主要采用了信用评分方法。例如，Edward Gee（1960）提出的5C理论通过评估品格、能力、资本、担保品和业务状况等要素，对个体进行信用评分。Steenackers A.和Goovaerts M.J.（1989）利用Logistic逐步回归模型，识别出借款人年龄、职业、月收入、工作时长、工作地点、是否为公务员以及历史贷款数量等因素对信用风险的显著影响。McKinsey公司于1998年开发的Credit Portfolio View模型，揭示了宏观经济因素对信用风险的影响，并通过宏观因素的变化解释了信用风险的变动。Schreiner（2004）通过对玻利维亚信用卡数据的分析，发现女性持卡人的违约率低于男性。Baptista（2006）尝试将金额、期限和利率等解释变量引入研究，发现这些变量与贷款信用风险之间存在显著的关联性。周小舟（2014）指出，信用风险是消费贷款的主要风险，借款人收入的波动直接影响了其还款能力和还款意愿。武春桃（2016）基于中国17家商业银行2004年至2012年的面板数据，通过混合截面估计和随机效应系统广义距估计等实证方法，发现信息不对称显著加剧了商业银行的信贷风险。郑青、伦杭和徐亚平（2021）认为，影响消费贷款违约的因素包括宏观和微观两个层面。宏观层面包括经济增速、失业率和生活物价水平等，而微观层面则涉及客群来源等具体因素。,消费信贷信用风险测度早期采用信用评分方法，如 Edward Gee(1960)的 5C 理论运用品格、能力、资本、担保品、业务状况等要素对评分个体进行信用评分。Steenackers A.和 Goovaerts M.J.(1989)利用 Logistic 逐步回归模型，发现借款人年龄、职业、月收入、工作时长、工作地点、是否公务员、历史贷款数量等因素是影响信用风险的显著因素。Mckinsey 公司于 1998年开发出的一个 Credit Portfolio View 模型，观测发现了宏观因素对信用风险的影响，并用宏观因素的变化对信用风险的变动做出了解释。Schreiner(2004)通过分析玻利维亚的信用卡数据发现女性持卡人的违约率低于男性。Baptista(2006)尝试将金额、期限、利率等解释变量，研究贷款信用风险，回归发现两者之间具有显著的关联性。周小舟(2014)在研究过程中指出，信用风险是消费贷的主要风险。借款人收入的波动直接影响还款能力与还款意愿。武春桃(2016)基于中国 17 家商业银行 2004年至 2012年的面板数据，运用混合截面估计、随机效应系统广义距估计等实证，发现信息不对称显著加剧了商业银行的信贷风险。郑青，伦杭和徐亚平(2021)认为，影响消费贷款违约的因素包括宏观和微观层面。宏观方面，比如经济增速、失业率、生活物价水平之类。微观层面则为客群来源、,商业,Loan Default Factors Analysis
